"region","category","language","type","count"
"Vancouver","Non-Official & Non-Aboriginal languages","Haitian Creole","most_at_home",0
"Vancouver","Non-Official & Non-Aboriginal languages","Haitian Creole","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Hakka","most_at_home",155
"Montréal","Non-Official & Non-Aboriginal languages","Hakka","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Hakka","most_at_home",2725
"Toronto","Non-Official & Non-Aboriginal languages","Hakka","most_at_work",30
"Calgary","Non-Official & Non-Aboriginal languages","Hakka","most_at_home",95
"Calgary","Non-Official & Non-Aboriginal languages","Hakka","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Hakka","most_at_home",215
"Edmonton","Non-Official & Non-Aboriginal languages","Hakka","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Hakka","most_at_home",670
"Vancouver","Non-Official & Non-Aboriginal languages","Hakka","most_at_work",10
"Montréal","Aboriginal languages","Halkomelem","most_at_home",0
"Montréal","Aboriginal languages","Halkomelem","most_at_work",0
"Toronto","Aboriginal languages","Halkomelem","most_at_home",0
"Toronto","Aboriginal languages","Halkomelem","most_at_work",0
"Calgary","Aboriginal languages","Halkomelem","most_at_home",0
"Calgary","Aboriginal languages","Halkomelem","most_at_work",0
"Edmonton","Aboriginal languages","Halkomelem","most_at_home",0
"Edmonton","Aboriginal languages","Halkomelem","most_at_work",0
"Vancouver","Aboriginal languages","Halkomelem","most_at_home",5
"Vancouver","Aboriginal languages","Halkomelem","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Harari","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Harari","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Harari","most_at_home",520
"Toronto","Non-Official & Non-Aboriginal languages","Harari","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Harari","most_at_home",45
"Calgary","Non-Official & Non-Aboriginal languages","Harari","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Harari","most_at_home",110
"Edmonton","Non-Official & Non-Aboriginal languages","Harari","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Harari","most_at_home",10
"Vancouver","Non-Official & Non-Aboriginal languages","Harari","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Hebrew","most_at_home",1680
"Montréal","Non-Official & Non-Aboriginal languages","Hebrew","most_at_work",140
"Toronto","Non-Official & Non-Aboriginal languages","Hebrew","most_at_home",4395
"Toronto","Non-Official & Non-Aboriginal languages","Hebrew","most_at_work",360
"Calgary","Non-Official & Non-Aboriginal languages","Hebrew","most_at_home",260
"Calgary","Non-Official & Non-Aboriginal languages","Hebrew","most_at_work",25
"Edmonton","Non-Official & Non-Aboriginal languages","Hebrew","most_at_home",190
"Edmonton","Non-Official & Non-Aboriginal languages","Hebrew","most_at_work",20
"Vancouver","Non-Official & Non-Aboriginal languages","Hebrew","most_at_home",785
"Vancouver","Non-Official & Non-Aboriginal languages","Hebrew","most_at_work",75
"Montréal","Aboriginal languages","Heiltsuk","most_at_home",0
"Montréal","Aboriginal languages","Heiltsuk","most_at_work",0
"Toronto","Aboriginal languages","Heiltsuk","most_at_home",0
"Toronto","Aboriginal languages","Heiltsuk","most_at_work",0
"Calgary","Aboriginal languages","Heiltsuk","most_at_home",0
"Calgary","Aboriginal languages","Heiltsuk","most_at_work",0
"Edmonton","Aboriginal languages","Heiltsuk","most_at_home",0
"Edmonton","Aboriginal languages","Heiltsuk","most_at_work",0
"Vancouver","Aboriginal languages","Heiltsuk","most_at_home",0
"Vancouver","Aboriginal languages","Heiltsuk","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_home",125
"Montréal","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_home",780
"Toronto","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_home",205
"Calgary","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_home",195
"Edmonton","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_home",360
"Vancouver","Non-Official & Non-Aboriginal languages","Hiligaynon","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Hindi","most_at_home",1485
"Montréal","Non-Official & Non-Aboriginal languages","Hindi","most_at_work",35
"Toronto","Non-Official & Non-Aboriginal languages","Hindi","most_at_home",23995
"Toronto","Non-Official & Non-Aboriginal languages","Hindi","most_at_work",740
"Calgary","Non-Official & Non-Aboriginal languages","Hindi","most_at_home",4130
"Calgary","Non-Official & Non-Aboriginal languages","Hindi","most_at_work",105
"Edmonton","Non-Official & Non-Aboriginal languages","Hindi","most_at_home",5095
"Edmonton","Non-Official & Non-Aboriginal languages","Hindi","most_at_work",105
"Vancouver","Non-Official & Non-Aboriginal languages","Hindi","most_at_home",11235
"Vancouver","Non-Official & Non-Aboriginal languages","Hindi","most_at_work",265
"Montréal","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_home",10
"Montréal","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_home",5
"Toronto","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_home",60
"Calgary","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_home",10
"Edmonton","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_home",55
"Vancouver","Non-Official & Non-Aboriginal languages","Hmong-Mien languages","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Hungarian","most_at_home",1815
"Montréal","Non-Official & Non-Aboriginal languages","Hungarian","most_at_work",40
"Toronto","Non-Official & Non-Aboriginal languages","Hungarian","most_at_home",7880
"Toronto","Non-Official & Non-Aboriginal languages","Hungarian","most_at_work",220
"Calgary","Non-Official & Non-Aboriginal languages","Hungarian","most_at_home",1310
"Calgary","Non-Official & Non-Aboriginal languages","Hungarian","most_at_work",55
"Edmonton","Non-Official & Non-Aboriginal languages","Hungarian","most_at_home",475
"Edmonton","Non-Official & Non-Aboriginal languages","Hungarian","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Hungarian","most_at_home",1470
"Vancouver","Non-Official & Non-Aboriginal languages","Hungarian","most_at_work",15
"Montréal","Non-Official & Non-Aboriginal languages","Icelandic","most_at_home",30
"Montréal","Non-Official & Non-Aboriginal languages","Icelandic","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Icelandic","most_at_home",20
"Toronto","Non-Official & Non-Aboriginal languages","Icelandic","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Icelandic","most_at_home",15
"Calgary","Non-Official & Non-Aboriginal languages","Icelandic","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Icelandic","most_at_home",15
"Edmonton","Non-Official & Non-Aboriginal languages","Icelandic","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Icelandic","most_at_home",50
"Vancouver","Non-Official & Non-Aboriginal languages","Icelandic","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Igbo","most_at_home",10
"Montréal","Non-Official & Non-Aboriginal languages","Igbo","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Igbo","most_at_home",410
"Toronto","Non-Official & Non-Aboriginal languages","Igbo","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Igbo","most_at_home",135
"Calgary","Non-Official & Non-Aboriginal languages","Igbo","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Igbo","most_at_home",80
"Edmonton","Non-Official & Non-Aboriginal languages","Igbo","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Igbo","most_at_home",35
"Vancouver","Non-Official & Non-Aboriginal languages","Igbo","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Ilocano","most_at_home",740
"Montréal","Non-Official & Non-Aboriginal languages","Ilocano","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Ilocano","most_at_home",3450
"Toronto","Non-Official & Non-Aboriginal languages","Ilocano","most_at_work",35
"Calgary","Non-Official & Non-Aboriginal languages","Ilocano","most_at_home",1025
"Calgary","Non-Official & Non-Aboriginal languages","Ilocano","most_at_work",15
"Edmonton","Non-Official & Non-Aboriginal languages","Ilocano","most_at_home",605
"Edmonton","Non-Official & Non-Aboriginal languages","Ilocano","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Ilocano","most_at_home",1465
"Vancouver","Non-Official & Non-Aboriginal languages","Ilocano","most_at_work",30
"Montréal","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_home",145
"Montréal","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_home",770
"Toronto","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_home",505
"Calgary","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_home",115
"Edmonton","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_home",175
"Vancouver","Non-Official & Non-Aboriginal languages","Indo-Iranian languages, n.i.e.","most_at_work",0
"Montréal","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_home",0
"Montréal","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_work",0
"Toronto","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_home",0
"Toronto","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_work",0
"Calgary","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_home",0
"Calgary","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_work",0
"Edmonton","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_home",0
"Edmonton","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_work",0
"Vancouver","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_home",0
"Vancouver","Aboriginal languages","Inuinnaqtun (Inuvialuktun)","most_at_work",0
"Montréal","Aboriginal languages","Inuit languages, n.i.e.","most_at_home",10
"Montréal","Aboriginal languages","Inuit languages, n.i.e.","most_at_work",0
"Toronto","Aboriginal languages","Inuit languages, n.i.e.","most_at_home",0
"Toronto","Aboriginal languages","Inuit languages, n.i.e.","most_at_work",0
"Calgary","Aboriginal languages","Inuit languages, n.i.e.","most_at_home",5
"Calgary","Aboriginal languages","Inuit languages, n.i.e.","most_at_work",0
"Edmonton","Aboriginal languages","Inuit languages, n.i.e.","most_at_home",5
"Edmonton","Aboriginal languages","Inuit languages, n.i.e.","most_at_work",0
"Vancouver","Aboriginal languages","Inuit languages, n.i.e.","most_at_home",0
"Vancouver","Aboriginal languages","Inuit languages, n.i.e.","most_at_work",0
"Montréal","Aboriginal languages","Inuktitut","most_at_home",70
"Montréal","Aboriginal languages","Inuktitut","most_at_work",30
"Toronto","Aboriginal languages","Inuktitut","most_at_home",10
"Toronto","Aboriginal languages","Inuktitut","most_at_work",0
"Calgary","Aboriginal languages","Inuktitut","most_at_home",0
"Calgary","Aboriginal languages","Inuktitut","most_at_work",0
"Edmonton","Aboriginal languages","Inuktitut","most_at_home",5
"Edmonton","Aboriginal languages","Inuktitut","most_at_work",0
"Vancouver","Aboriginal languages","Inuktitut","most_at_home",0
"Vancouver","Aboriginal languages","Inuktitut","most_at_work",0
"Montréal","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_home",0
"Montréal","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_work",0
"Toronto","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_home",0
"Toronto","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_work",0
"Calgary","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_home",0
"Calgary","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_work",0
"Edmonton","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_home",0
"Edmonton","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_work",0
"Vancouver","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_home",0
"Vancouver","Aboriginal languages","Iroquoian languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Italian","most_at_home",32365
"Montréal","Non-Official & Non-Aboriginal languages","Italian","most_at_work",565
"Toronto","Non-Official & Non-Aboriginal languages","Italian","most_at_home",51815
"Toronto","Non-Official & Non-Aboriginal languages","Italian","most_at_work",775
"Calgary","Non-Official & Non-Aboriginal languages","Italian","most_at_home",1270
"Calgary","Non-Official & Non-Aboriginal languages","Italian","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Italian","most_at_home",1405
"Edmonton","Non-Official & Non-Aboriginal languages","Italian","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Italian","most_at_home",3950
"Vancouver","Non-Official & Non-Aboriginal languages","Italian","most_at_work",85
"Montréal","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_home",30
"Montréal","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_home",70
"Toronto","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_home",0
"Calgary","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_home",5
"Edmonton","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_home",10
"Vancouver","Non-Official & Non-Aboriginal languages","Italic (Romance) languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Japanese","most_at_home",875
"Montréal","Non-Official & Non-Aboriginal languages","Japanese","most_at_work",220
"Toronto","Non-Official & Non-Aboriginal languages","Japanese","most_at_home",4550
"Toronto","Non-Official & Non-Aboriginal languages","Japanese","most_at_work",775
"Calgary","Non-Official & Non-Aboriginal languages","Japanese","most_at_home",1105
"Calgary","Non-Official & Non-Aboriginal languages","Japanese","most_at_work",90
"Edmonton","Non-Official & Non-Aboriginal languages","Japanese","most_at_home",480
"Edmonton","Non-Official & Non-Aboriginal languages","Japanese","most_at_work",35
"Vancouver","Non-Official & Non-Aboriginal languages","Japanese","most_at_home",8230
"Vancouver","Non-Official & Non-Aboriginal languages","Japanese","most_at_work",1545
"Montréal","Non-Official & Non-Aboriginal languages","Kabyle","most_at_home",4605
"Montréal","Non-Official & Non-Aboriginal languages","Kabyle","most_at_work",15
"Toronto","Non-Official & Non-Aboriginal languages","Kabyle","most_at_home",30
"Toronto","Non-Official & Non-Aboriginal languages","Kabyle","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Kabyle","most_at_home",30
"Calgary","Non-Official & Non-Aboriginal languages","Kabyle","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kabyle","most_at_home",50
"Edmonton","Non-Official & Non-Aboriginal languages","Kabyle","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Kabyle","most_at_home",20
"Vancouver","Non-Official & Non-Aboriginal languages","Kabyle","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Kannada","most_at_home",140
"Montréal","Non-Official & Non-Aboriginal languages","Kannada","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Kannada","most_at_home",825
"Toronto","Non-Official & Non-Aboriginal languages","Kannada","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Kannada","most_at_home",115
"Calgary","Non-Official & Non-Aboriginal languages","Kannada","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kannada","most_at_home",80
"Edmonton","Non-Official & Non-Aboriginal languages","Kannada","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Kannada","most_at_home",95
"Vancouver","Non-Official & Non-Aboriginal languages","Kannada","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_home",215
"Toronto","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_home",235
"Calgary","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_work",15
"Edmonton","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_home",360
"Edmonton","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_home",690
"Vancouver","Non-Official & Non-Aboriginal languages","Karenic languages","most_at_work",40
"Montréal","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_home",5
"Montréal","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_home",50
"Toronto","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_home",50
"Calgary","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_home",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_home",5
"Vancouver","Non-Official & Non-Aboriginal languages","Kashmiri","most_at_work",0
"Montréal","Aboriginal languages","Kaska (Nahani)","most_at_home",0
"Montréal","Aboriginal languages","Kaska (Nahani)","most_at_work",0
"Toronto","Aboriginal languages","Kaska (Nahani)","most_at_home",0
"Toronto","Aboriginal languages","Kaska (Nahani)","most_at_work",0
"Calgary","Aboriginal languages","Kaska (Nahani)","most_at_home",0
"Calgary","Aboriginal languages","Kaska (Nahani)","most_at_work",0
"Edmonton","Aboriginal languages","Kaska (Nahani)","most_at_home",0
"Edmonton","Aboriginal languages","Kaska (Nahani)","most_at_work",0
"Vancouver","Aboriginal languages","Kaska (Nahani)","most_at_home",0
"Vancouver","Aboriginal languages","Kaska (Nahani)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_home",4720
"Montréal","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_work",260
"Toronto","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_home",1655
"Toronto","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_work",50
"Calgary","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_home",440
"Calgary","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_home",385
"Edmonton","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_home",620
"Vancouver","Non-Official & Non-Aboriginal languages","Khmer (Cambodian)","most_at_work",20
"Montréal","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_home",335
"Montréal","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_home",115
"Toronto","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_home",25
"Calgary","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_home",285
"Edmonton","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_home",45
"Vancouver","Non-Official & Non-Aboriginal languages","Kinyarwanda (Rwanda)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Konkani","most_at_home",30
"Montréal","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Konkani","most_at_home",440
"Toronto","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Konkani","most_at_home",35
"Calgary","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Konkani","most_at_home",35
"Edmonton","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Konkani","most_at_home",40
"Vancouver","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Korean","most_at_home",3395
"Montréal","Non-Official & Non-Aboriginal languages","Korean","most_at_work",290
"Toronto","Non-Official & Non-Aboriginal languages","Korean","most_at_home",38435
"Toronto","Non-Official & Non-Aboriginal languages","Korean","most_at_work",4270
"Calgary","Non-Official & Non-Aboriginal languages","Korean","most_at_home",6565
"Calgary","Non-Official & Non-Aboriginal languages","Korean","most_at_work",495
"Edmonton","Non-Official & Non-Aboriginal languages","Korean","most_at_home",4565
"Edmonton","Non-Official & Non-Aboriginal languages","Korean","most_at_work",260
"Vancouver","Non-Official & Non-Aboriginal languages","Korean","most_at_home",34225
"Vancouver","Non-Official & Non-Aboriginal languages","Korean","most_at_work",5075
"Montréal","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",400
"Montréal","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",1470
"Toronto","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",80
"Calgary","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",460
"Calgary","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",375
"Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",1020
"Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",25
"Montréal","Aboriginal languages","Kutenai","most_at_home",0
"Montréal","Aboriginal languages","Kutenai","most_at_work",0
"Toronto","Aboriginal languages","Kutenai","most_at_home",0
"Toronto","Aboriginal languages","Kutenai","most_at_work",0
"Calgary","Aboriginal languages","Kutenai","most_at_home",0
"Calgary","Aboriginal languages","Kutenai","most_at_work",0
"Edmonton","Aboriginal languages","Kutenai","most_at_home",0
"Edmonton","Aboriginal languages","Kutenai","most_at_work",0
"Vancouver","Aboriginal languages","Kutenai","most_at_home",0
"Vancouver","Aboriginal languages","Kutenai","most_at_work",0
"Montréal","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"Montréal","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",5
"Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Lao","most_at_home",1875
"Montréal","Non-Official & Non-Aboriginal languages","Lao","most_at_work",50
"Toronto","Non-Official & Non-Aboriginal languages","Lao","most_at_home",1045
"Toronto","Non-Official & Non-Aboriginal languages","Lao","most_at_work",15
"Calgary","Non-Official & Non-Aboriginal languages","Lao","most_at_home",185
"Calgary","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Lao","most_at_home",190
"Edmonton","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Lao","most_at_home",330
"Vancouver","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",65
"Montréal","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",600
"Toronto","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",85
"Calgary","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",55
"Edmonton","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",70
"Vancouver","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"Montréal","Aboriginal languages","Lillooet","most_at_home",0
"Montréal","Aboriginal languages","Lillooet","most_at_work",0
"Toronto","Aboriginal languages","Lillooet","most_at_home",0
"Toronto","Aboriginal languages","Lillooet","most_at_work",0
"Calgary","Aboriginal languages","Lillooet","most_at_home",0
"Calgary","Aboriginal languages","Lillooet","most_at_work",0
"Edmonton","Aboriginal languages","Lillooet","most_at_home",0
"Edmonton","Aboriginal languages","Lillooet","most_at_work",0
"Vancouver","Aboriginal languages","Lillooet","most_at_home",5
"Vancouver","Aboriginal languages","Lillooet","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",480
"Montréal","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",95
"Toronto","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",25
"Calgary","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",45
"Edmonton","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",35
"Vancouver","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",105
"Montréal","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",0
