"","region","category","language","type","count"
"1631","Vancouver","Non-Official & Non-Aboriginal languages","Konkani","most_at_work",0
"1632","Vancouver","Non-Official & Non-Aboriginal languages","Konkani","lang_known",370
"1633","Toronto","Non-Official & Non-Aboriginal languages","Korean","mother_tongue",55005
"1634","Toronto","Non-Official & Non-Aboriginal languages","Korean","most_at_home",38435
"1635","Toronto","Non-Official & Non-Aboriginal languages","Korean","most_at_work",4270
"1636","Toronto","Non-Official & Non-Aboriginal languages","Korean","lang_known",62350
"1637","Calgary","Non-Official & Non-Aboriginal languages","Korean","mother_tongue",9225
"1638","Calgary","Non-Official & Non-Aboriginal languages","Korean","most_at_home",6565
"1639","Calgary","Non-Official & Non-Aboriginal languages","Korean","most_at_work",495
"1640","Calgary","Non-Official & Non-Aboriginal languages","Korean","lang_known",10245
"1641","Edmonton","Non-Official & Non-Aboriginal languages","Korean","mother_tongue",6325
"1642","Edmonton","Non-Official & Non-Aboriginal languages","Korean","most_at_home",4565
"1643","Edmonton","Non-Official & Non-Aboriginal languages","Korean","most_at_work",260
"1644","Edmonton","Non-Official & Non-Aboriginal languages","Korean","lang_known",7180
"1645","Vancouver","Non-Official & Non-Aboriginal languages","Korean","mother_tongue",45990
"1646","Vancouver","Non-Official & Non-Aboriginal languages","Korean","most_at_home",34225
"1647","Vancouver","Non-Official & Non-Aboriginal languages","Korean","most_at_work",5075
"1648","Vancouver","Non-Official & Non-Aboriginal languages","Korean","lang_known",50640
"1649","Toronto","Non-Official & Non-Aboriginal languages","Kurdish","mother_tongue",2775
"1650","Toronto","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",1470
"1651","Toronto","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",80
"1652","Toronto","Non-Official & Non-Aboriginal languages","Kurdish","lang_known",3840
"1653","Calgary","Non-Official & Non-Aboriginal languages","Kurdish","mother_tongue",750
"1654","Calgary","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",460
"1655","Calgary","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",0
"1656","Calgary","Non-Official & Non-Aboriginal languages","Kurdish","lang_known",1005
"1657","Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","mother_tongue",755
"1658","Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",375
"1659","Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",15
"1660","Edmonton","Non-Official & Non-Aboriginal languages","Kurdish","lang_known",860
"1661","Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","mother_tongue",1655
"1662","Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","most_at_home",1020
"1663","Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","most_at_work",25
"1664","Vancouver","Non-Official & Non-Aboriginal languages","Kurdish","lang_known",2070
"1665","Toronto","Aboriginal languages","Kutenai","mother_tongue",0
"1666","Toronto","Aboriginal languages","Kutenai","most_at_home",0
"1667","Toronto","Aboriginal languages","Kutenai","most_at_work",0
"1668","Toronto","Aboriginal languages","Kutenai","lang_known",0
"1669","Calgary","Aboriginal languages","Kutenai","mother_tongue",5
"1670","Calgary","Aboriginal languages","Kutenai","most_at_home",0
"1671","Calgary","Aboriginal languages","Kutenai","most_at_work",0
"1672","Calgary","Aboriginal languages","Kutenai","lang_known",0
"1673","Edmonton","Aboriginal languages","Kutenai","mother_tongue",0
"1674","Edmonton","Aboriginal languages","Kutenai","most_at_home",0
"1675","Edmonton","Aboriginal languages","Kutenai","most_at_work",0
"1676","Edmonton","Aboriginal languages","Kutenai","lang_known",0
"1677","Vancouver","Aboriginal languages","Kutenai","mother_tongue",5
"1678","Vancouver","Aboriginal languages","Kutenai","most_at_home",0
"1679","Vancouver","Aboriginal languages","Kutenai","most_at_work",0
"1680","Vancouver","Aboriginal languages","Kutenai","lang_known",0
"1681","Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","mother_tongue",0
"1682","Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"1683","Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"1684","Toronto","Aboriginal languages","Kwakiutl (Kwak'wala)","lang_known",0
"1685","Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","mother_tongue",0
"1686","Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"1687","Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"1688","Calgary","Aboriginal languages","Kwakiutl (Kwak'wala)","lang_known",0
"1689","Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","mother_tongue",0
"1690","Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",0
"1691","Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"1692","Edmonton","Aboriginal languages","Kwakiutl (Kwak'wala)","lang_known",0
"1693","Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","mother_tongue",15
"1694","Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_home",5
"1695","Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","most_at_work",0
"1696","Vancouver","Aboriginal languages","Kwakiutl (Kwak'wala)","lang_known",40
"1697","Toronto","Non-Official & Non-Aboriginal languages","Lao","mother_tongue",2275
"1698","Toronto","Non-Official & Non-Aboriginal languages","Lao","most_at_home",1045
"1699","Toronto","Non-Official & Non-Aboriginal languages","Lao","most_at_work",15
"1700","Toronto","Non-Official & Non-Aboriginal languages","Lao","lang_known",2895
"1701","Calgary","Non-Official & Non-Aboriginal languages","Lao","mother_tongue",470
"1702","Calgary","Non-Official & Non-Aboriginal languages","Lao","most_at_home",185
"1703","Calgary","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"1704","Calgary","Non-Official & Non-Aboriginal languages","Lao","lang_known",635
"1705","Edmonton","Non-Official & Non-Aboriginal languages","Lao","mother_tongue",385
"1706","Edmonton","Non-Official & Non-Aboriginal languages","Lao","most_at_home",190
"1707","Edmonton","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"1708","Edmonton","Non-Official & Non-Aboriginal languages","Lao","lang_known",580
"1709","Vancouver","Non-Official & Non-Aboriginal languages","Lao","mother_tongue",800
"1710","Vancouver","Non-Official & Non-Aboriginal languages","Lao","most_at_home",330
"1711","Vancouver","Non-Official & Non-Aboriginal languages","Lao","most_at_work",0
"1712","Vancouver","Non-Official & Non-Aboriginal languages","Lao","lang_known",1125
"1713","Toronto","Non-Official & Non-Aboriginal languages","Latvian","mother_tongue",2260
"1714","Toronto","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",600
"1715","Toronto","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",10
"1716","Toronto","Non-Official & Non-Aboriginal languages","Latvian","lang_known",2630
"1717","Calgary","Non-Official & Non-Aboriginal languages","Latvian","mother_tongue",190
"1718","Calgary","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",85
"1719","Calgary","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"1720","Calgary","Non-Official & Non-Aboriginal languages","Latvian","lang_known",265
"1721","Edmonton","Non-Official & Non-Aboriginal languages","Latvian","mother_tongue",145
"1722","Edmonton","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",55
"1723","Edmonton","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"1724","Edmonton","Non-Official & Non-Aboriginal languages","Latvian","lang_known",250
"1725","Vancouver","Non-Official & Non-Aboriginal languages","Latvian","mother_tongue",320
"1726","Vancouver","Non-Official & Non-Aboriginal languages","Latvian","most_at_home",70
"1727","Vancouver","Non-Official & Non-Aboriginal languages","Latvian","most_at_work",0
"1728","Vancouver","Non-Official & Non-Aboriginal languages","Latvian","lang_known",315
"1729","Toronto","Aboriginal languages","Lillooet","mother_tongue",0
"1730","Toronto","Aboriginal languages","Lillooet","most_at_home",0
"1731","Toronto","Aboriginal languages","Lillooet","most_at_work",0
"1732","Toronto","Aboriginal languages","Lillooet","lang_known",0
"1733","Calgary","Aboriginal languages","Lillooet","mother_tongue",0
"1734","Calgary","Aboriginal languages","Lillooet","most_at_home",0
"1735","Calgary","Aboriginal languages","Lillooet","most_at_work",0
"1736","Calgary","Aboriginal languages","Lillooet","lang_known",0
"1737","Edmonton","Aboriginal languages","Lillooet","mother_tongue",0
"1738","Edmonton","Aboriginal languages","Lillooet","most_at_home",0
"1739","Edmonton","Aboriginal languages","Lillooet","most_at_work",0
"1740","Edmonton","Aboriginal languages","Lillooet","lang_known",0
"1741","Vancouver","Aboriginal languages","Lillooet","mother_tongue",10
"1742","Vancouver","Aboriginal languages","Lillooet","most_at_home",5
"1743","Vancouver","Aboriginal languages","Lillooet","most_at_work",0
"1744","Vancouver","Aboriginal languages","Lillooet","lang_known",20
"1745","Toronto","Non-Official & Non-Aboriginal languages","Lingala","mother_tongue",375
"1746","Toronto","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",95
"1747","Toronto","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"1748","Toronto","Non-Official & Non-Aboriginal languages","Lingala","lang_known",2080
"1749","Calgary","Non-Official & Non-Aboriginal languages","Lingala","mother_tongue",85
"1750","Calgary","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",25
"1751","Calgary","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"1752","Calgary","Non-Official & Non-Aboriginal languages","Lingala","lang_known",425
"1753","Edmonton","Non-Official & Non-Aboriginal languages","Lingala","mother_tongue",160
"1754","Edmonton","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",45
"1755","Edmonton","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"1756","Edmonton","Non-Official & Non-Aboriginal languages","Lingala","lang_known",750
"1757","Vancouver","Non-Official & Non-Aboriginal languages","Lingala","mother_tongue",55
"1758","Vancouver","Non-Official & Non-Aboriginal languages","Lingala","most_at_home",35
"1759","Vancouver","Non-Official & Non-Aboriginal languages","Lingala","most_at_work",0
"1760","Vancouver","Non-Official & Non-Aboriginal languages","Lingala","lang_known",240
"1761","Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","mother_tongue",3190
"1762","Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",1045
"1763","Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",45
"1764","Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","lang_known",3710
"1765","Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","mother_tongue",340
"1766","Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",155
"1767","Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",0
"1768","Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","lang_known",385
"1769","Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","mother_tongue",175
"1770","Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",70
"1771","Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",0
"1772","Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","lang_known",295
"1773","Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","mother_tongue",330
"1774","Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",90
"1775","Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",10
"1776","Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","lang_known",325
"1777","Toronto","Non-Official & Non-Aboriginal languages","Macedonian","mother_tongue",12015
"1778","Toronto","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",4970
"1779","Toronto","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",75
"1780","Toronto","Non-Official & Non-Aboriginal languages","Macedonian","lang_known",16730
"1781","Calgary","Non-Official & Non-Aboriginal languages","Macedonian","mother_tongue",160
"1782","Calgary","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",80
"1783","Calgary","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",0
"1784","Calgary","Non-Official & Non-Aboriginal languages","Macedonian","lang_known",270
"1785","Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","mother_tongue",180
"1786","Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",90
"1787","Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",10
"1788","Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","lang_known",225
"1789","Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","mother_tongue",250
"1790","Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",120
"1791","Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",0
"1792","Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","lang_known",340
"1793","Toronto","Non-Official & Non-Aboriginal languages","Malagasy","mother_tongue",30
"1794","Toronto","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",15
"1795","Toronto","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"1796","Toronto","Non-Official & Non-Aboriginal languages","Malagasy","lang_known",90
"1797","Calgary","Non-Official & Non-Aboriginal languages","Malagasy","mother_tongue",25
"1798","Calgary","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",10
"1799","Calgary","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"1800","Calgary","Non-Official & Non-Aboriginal languages","Malagasy","lang_known",40
"1801","Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","mother_tongue",10
"1802","Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",10
"1803","Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"1804","Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","lang_known",15
"1805","Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","mother_tongue",15
"1806","Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",5
"1807","Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"1808","Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","lang_known",0
"1809","Toronto","Non-Official & Non-Aboriginal languages","Malay","mother_tongue",4420
"1810","Toronto","Non-Official & Non-Aboriginal languages","Malay","most_at_home",1455
"1811","Toronto","Non-Official & Non-Aboriginal languages","Malay","most_at_work",35
"1812","Toronto","Non-Official & Non-Aboriginal languages","Malay","lang_known",7305
"1813","Calgary","Non-Official & Non-Aboriginal languages","Malay","mother_tongue",800
"1814","Calgary","Non-Official & Non-Aboriginal languages","Malay","most_at_home",235
"1815","Calgary","Non-Official & Non-Aboriginal languages","Malay","most_at_work",0
"1816","Calgary","Non-Official & Non-Aboriginal languages","Malay","lang_known",1505
"1817","Edmonton","Non-Official & Non-Aboriginal languages","Malay","mother_tongue",510
"1818","Edmonton","Non-Official & Non-Aboriginal languages","Malay","most_at_home",135
"1819","Edmonton","Non-Official & Non-Aboriginal languages","Malay","most_at_work",0
"1820","Edmonton","Non-Official & Non-Aboriginal languages","Malay","lang_known",1240
"1821","Vancouver","Non-Official & Non-Aboriginal languages","Malay","mother_tongue",3480
"1822","Vancouver","Non-Official & Non-Aboriginal languages","Malay","most_at_home",1050
"1823","Vancouver","Non-Official & Non-Aboriginal languages","Malay","most_at_work",55
"1824","Vancouver","Non-Official & Non-Aboriginal languages","Malay","lang_known",6435
"1825","Toronto","Non-Official & Non-Aboriginal languages","Malayalam","mother_tongue",12530
"1826","Toronto","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",6400
"1827","Toronto","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",55
"1828","Toronto","Non-Official & Non-Aboriginal languages","Malayalam","lang_known",17255
"1829","Calgary","Non-Official & Non-Aboriginal languages","Malayalam","mother_tongue",2130
"1830","Calgary","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",1295
"1831","Calgary","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",0
"1832","Calgary","Non-Official & Non-Aboriginal languages","Malayalam","lang_known",2600
"1833","Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","mother_tongue",3455
"1834","Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",2330
"1835","Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",10
"1836","Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","lang_known",4550
"1837","Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","mother_tongue",1750
"1838","Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",890
"1839","Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",0
"1840","Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","lang_known",2585
"1841","Toronto","Aboriginal languages","Malecite","mother_tongue",0
"1842","Toronto","Aboriginal languages","Malecite","most_at_home",0
"1843","Toronto","Aboriginal languages","Malecite","most_at_work",0
"1844","Toronto","Aboriginal languages","Malecite","lang_known",0
"1845","Calgary","Aboriginal languages","Malecite","mother_tongue",0
"1846","Calgary","Aboriginal languages","Malecite","most_at_home",0
"1847","Calgary","Aboriginal languages","Malecite","most_at_work",0
"1848","Calgary","Aboriginal languages","Malecite","lang_known",0
"1849","Edmonton","Aboriginal languages","Malecite","mother_tongue",0
"1850","Edmonton","Aboriginal languages","Malecite","most_at_home",0
"1851","Edmonton","Aboriginal languages","Malecite","most_at_work",0
"1852","Edmonton","Aboriginal languages","Malecite","lang_known",0
"1853","Vancouver","Aboriginal languages","Malecite","mother_tongue",0
"1854","Vancouver","Aboriginal languages","Malecite","most_at_home",0
"1855","Vancouver","Aboriginal languages","Malecite","most_at_work",0
"1856","Vancouver","Aboriginal languages","Malecite","lang_known",0
"1857","Toronto","Non-Official & Non-Aboriginal languages","Maltese","mother_tongue",3525
"1858","Toronto","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",875
"1859","Toronto","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",20
"1860","Toronto","Non-Official & Non-Aboriginal languages","Maltese","lang_known",4675
"1861","Calgary","Non-Official & Non-Aboriginal languages","Maltese","mother_tongue",35
"1862","Calgary","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",5
"1863","Calgary","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"1864","Calgary","Non-Official & Non-Aboriginal languages","Maltese","lang_known",40
"1865","Edmonton","Non-Official & Non-Aboriginal languages","Maltese","mother_tongue",30
"1866","Edmonton","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",10
"1867","Edmonton","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"1868","Edmonton","Non-Official & Non-Aboriginal languages","Maltese","lang_known",75
"1869","Vancouver","Non-Official & Non-Aboriginal languages","Maltese","mother_tongue",80
"1870","Vancouver","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",5
"1871","Vancouver","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"1872","Vancouver","Non-Official & Non-Aboriginal languages","Maltese","lang_known",165
"1873","Toronto","Non-Official & Non-Aboriginal languages","Mandarin","mother_tongue",227085
"1874","Toronto","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",179670
"1875","Toronto","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",26135
"1876","Toronto","Non-Official & Non-Aboriginal languages","Mandarin","lang_known",313600
"1877","Calgary","Non-Official & Non-Aboriginal languages","Mandarin","mother_tongue",28745
"1878","Calgary","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",21140
"1879","Calgary","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",1385
"1880","Calgary","Non-Official & Non-Aboriginal languages","Mandarin","lang_known",39405
"1881","Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","mother_tongue",19925
"1882","Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",14725
"1883","Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",710
"1884","Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","lang_known",28215
"1885","Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","mother_tongue",174920
"1886","Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",138680
"1887","Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",23195
"1888","Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","lang_known",250175
"1889","Toronto","Non-Official & Non-Aboriginal languages","Marathi","mother_tongue",4465
"1890","Toronto","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",2005
"1891","Toronto","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",25
"1892","Toronto","Non-Official & Non-Aboriginal languages","Marathi","lang_known",8625
"1893","Calgary","Non-Official & Non-Aboriginal languages","Marathi","mother_tongue",845
"1894","Calgary","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",440
"1895","Calgary","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"1896","Calgary","Non-Official & Non-Aboriginal languages","Marathi","lang_known",1545
"1897","Edmonton","Non-Official & Non-Aboriginal languages","Marathi","mother_tongue",535
"1898","Edmonton","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",335
"1899","Edmonton","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"1900","Edmonton","Non-Official & Non-Aboriginal languages","Marathi","lang_known",840
"1901","Vancouver","Non-Official & Non-Aboriginal languages","Marathi","mother_tongue",535
"1902","Vancouver","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",245
"1903","Vancouver","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"1904","Vancouver","Non-Official & Non-Aboriginal languages","Marathi","lang_known",1275
"1905","Toronto","Aboriginal languages","Mi'kmaq","mother_tongue",25
"1906","Toronto","Aboriginal languages","Mi'kmaq","most_at_home",5
"1907","Toronto","Aboriginal languages","Mi'kmaq","most_at_work",0
"1908","Toronto","Aboriginal languages","Mi'kmaq","lang_known",45
"1909","Calgary","Aboriginal languages","Mi'kmaq","mother_tongue",10
"1910","Calgary","Aboriginal languages","Mi'kmaq","most_at_home",0
"1911","Calgary","Aboriginal languages","Mi'kmaq","most_at_work",0
"1912","Calgary","Aboriginal languages","Mi'kmaq","lang_known",0
"1913","Edmonton","Aboriginal languages","Mi'kmaq","mother_tongue",10
"1914","Edmonton","Aboriginal languages","Mi'kmaq","most_at_home",0
"1915","Edmonton","Aboriginal languages","Mi'kmaq","most_at_work",0
"1916","Edmonton","Aboriginal languages","Mi'kmaq","lang_known",0
"1917","Vancouver","Aboriginal languages","Mi'kmaq","mother_tongue",5
"1918","Vancouver","Aboriginal languages","Mi'kmaq","most_at_home",0
"1919","Vancouver","Aboriginal languages","Mi'kmaq","most_at_work",0
"1920","Vancouver","Aboriginal languages","Mi'kmaq","lang_known",15
"1921","Toronto","Aboriginal languages","Michif","mother_tongue",5
"1922","Toronto","Aboriginal languages","Michif","most_at_home",5
"1923","Toronto","Aboriginal languages","Michif","most_at_work",0
"1924","Toronto","Aboriginal languages","Michif","lang_known",15
"1925","Calgary","Aboriginal languages","Michif","mother_tongue",15
"1926","Calgary","Aboriginal languages","Michif","most_at_home",5
"1927","Calgary","Aboriginal languages","Michif","most_at_work",0
"1928","Calgary","Aboriginal languages","Michif","lang_known",20
"1929","Edmonton","Aboriginal languages","Michif","mother_tongue",30
"1930","Edmonton","Aboriginal languages","Michif","most_at_home",0
"1931","Edmonton","Aboriginal languages","Michif","most_at_work",0
"1932","Edmonton","Aboriginal languages","Michif","lang_known",50
"1933","Vancouver","Aboriginal languages","Michif","mother_tongue",10
"1934","Vancouver","Aboriginal languages","Michif","most_at_home",5
"1935","Vancouver","Aboriginal languages","Michif","most_at_work",0
"1936","Vancouver","Aboriginal languages","Michif","lang_known",35
"1937","Toronto","Non-Official & Non-Aboriginal languages","Min Dong","mother_tongue",765
"1938","Toronto","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",240
"1939","Toronto","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",25
"1940","Toronto","Non-Official & Non-Aboriginal languages","Min Dong","lang_known",710
"1941","Calgary","Non-Official & Non-Aboriginal languages","Min Dong","mother_tongue",45
"1942","Calgary","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",10
"1943","Calgary","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"1944","Calgary","Non-Official & Non-Aboriginal languages","Min Dong","lang_known",60
"1945","Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","mother_tongue",70
"1946","Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",15
"1947","Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"1948","Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","lang_known",25
"1949","Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","mother_tongue",220
"1950","Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",65
"1951","Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"1952","Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","lang_known",125
"1953","Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","mother_tongue",11580
"1954","Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",5065
"1955","Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",225
"1956","Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","lang_known",13985
"1957","Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","mother_tongue",1720
"1958","Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",675
"1959","Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",15
"1960","Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","lang_known",2415
"1961","Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","mother_tongue",1265
"1962","Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",555
"1963","Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",20
"1964","Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","lang_known",1605
"1965","Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","mother_tongue",10655
"1966","Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",4645
"1967","Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",210
"1968","Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","lang_known",15660
"1969","Toronto","Aboriginal languages","Mohawk","mother_tongue",15
"1970","Toronto","Aboriginal languages","Mohawk","most_at_home",5
"1971","Toronto","Aboriginal languages","Mohawk","most_at_work",0
"1972","Toronto","Aboriginal languages","Mohawk","lang_known",45
"1973","Calgary","Aboriginal languages","Mohawk","mother_tongue",5
"1974","Calgary","Aboriginal languages","Mohawk","most_at_home",0
"1975","Calgary","Aboriginal languages","Mohawk","most_at_work",0
"1976","Calgary","Aboriginal languages","Mohawk","lang_known",10
"1977","Edmonton","Aboriginal languages","Mohawk","mother_tongue",5
"1978","Edmonton","Aboriginal languages","Mohawk","most_at_home",0
